"year","state","n_jobs","population","jobs_per_cap","jobs_per_10k","log_jobs_per_10k","jobs_pct"
2019,"Louisiana",33446,4658285,0.00717989560535691,71.7989560535691,4.27386993630459,0.04
2019,"Illinois",142217,12667017,0.0112273473699451,112.273473699451,4.7209376245768,0.76
2021,"South Dakota",190054,896492,0.211997429982643,2119.97429982643,7.6591592448692,0.44
2023,"Vermont",237022,648708,0.365375484809807,3653.75484809807,8.20351064330739,0.94
2019,"New York",196169,19463131,0.0100790052741257,100.790052741257,4.61303966764532,0.44
2018,"Indiana",139339,6698481,0.0208015817317389,208.015817317389,5.3376141216052,0.66
2017,"Kentucky",52119,4455590,0.0116974407429768,116.974407429768,4.76195517095418,0.22
2018,"Kentucky",76028,4464273,0.0170303205023528,170.303205023528,5.13758040735959,0.22
2017,"Tennessee",83690,6714748,0.012463609952302,124.63609952302,4.82539828769038,0.26
2018,"Maine",27156,1340123,0.0202638116053526,202.638116053526,5.31142170863839,0.58
2018,"Oklahoma",62939,3943488,0.0159602362172777,159.602362172777,5.07268548548749,0.1
2019,"Tennessee",64297,6830325,0.00941346129210543,94.1346129210543,4.54472581021256,0.32
2020,"Kansas",199650,2938172,0.067950412705587,679.50412705587,6.52136330723849,0.78
2017,"Idaho",22521,1719745,0.0130955461420152,130.955461420152,4.87485727623259,0.38
2017,"Mississippi",22625,2990674,0.00756518430293639,75.6518430293639,4.32614180252007,0
2017,"Hawaii",20237,1425763,0.0141938035984943,141.938035984943,4.95539059606256,0.56
2020,"Montana",64805,1087230,0.0596056032302273,596.056032302273,6.39033467657631,0.46
2020,"South Dakota",52797,887948,0.0594595629473798,594.595629473798,6.38788156017337,0.44
2018,"Minnesota",156306,5608762,0.0278681819624366,278.681819624366,5.6300706995807,0.94
2018,"Colorado",153891,5697155,0.0270119033096344,270.119033096344,5.59886272516649,0.92
2017,"Virginia",132593,8471011,0.0156525590629029,156.525590629029,5.05321951500888,0.68
2017,"Arkansas",28469,3003855,0.00947748809446528,94.7748809446528,4.55150440521224,0.06
2018,"Pennsylvania",273895,12809107,0.0213828333231973,213.828333231973,5.36517351194337,0.72
2023,"Hawaii",284479,1441387,0.197364760470297,1973.64760470297,7.58763868566957,0.08
2021,"Nevada",544528,3148141,0.172968110386415,1729.68110386415,7.4556923374739,0.14
2019,"New Mexico",18828,2099634,0.00896727715401827,89.6727715401827,4.49616717270737,0.24
2017,"District of Columbia",38036,697079,0.0545648341149281,545.648341149281,6.30197470441754,1
2017,"Utah",41441,3103540,0.0133528164612024,133.528164612024,4.89431242646566,0.4
2017,"Iowa",46257,3143734,0.0147140311489458,147.140311489458,4.99138663146163,0.6
2020,"Alaska",42407,733017,0.0578526828163603,578.526828163603,6.36048492094927,0.36
2018,"North Carolina",207314,10391358,0.0199506166566487,199.506166566487,5.29584514595992,0.52
2020,"North Dakota",53383,779563,0.068478108889211,684.78108889211,6.52909920892652,0.82
2017,"Alaska",12728,740983,0.0171771822025607,171.771822025607,5.14616697994906,0.82
2018,"Connecticut",72465,3574561,0.0202724194663345,202.724194663345,5.31184640826554,0.6
2017,"Colorado",100995,5617421,0.0179788910249027,179.788910249027,5.19178344187631,0.86
2017,"Maryland",95956,6028186,0.0159178897266939,159.178897266939,5.0700287097682,0.72
2018,"New Hampshire",40831,1355064,0.0301321561195634,301.321561195634,5.70817800413229,0.98
2019,"Montana",9489,1070123,0.00886720498484754,88.6720498484754,4.48494473084745,0.22
2018,"New Jersey",178806,8891730,0.0201092475817417,201.092475817417,5.30376488094894,0.56
2020,"Mississippi",113704,2958536,0.0384325220311668,384.325220311668,5.95148912204163,0.02
2020,"Rhode Island",65102,1096530,0.0593709246441046,593.709246441046,6.38638971542021,0.42
2018,"Alaska",12106,736624,0.0164344360216338,164.344360216338,5.10196398383137,0.16
2018,"Alabama",63912,4891628,0.0130655887978399,130.655887978399,4.87256705775864,0.02
2018,"Louisiana",62108,4664450,0.0133151818542379,133.151818542379,4.89148997001406,0.04
2019,"West Virginia",12992,1795263,0.00723682268280469,72.3682268280469,4.28176734710001,0.06
2019,"Washington",82337,7614024,0.010813861369494,108.13861369494,4.68341386433165,0.68
2019,"Kentucky",38507,4472345,0.0086100244949797,86.100244949797,4.45551225637502,0.14
2020,"Arkansas",138220,3014546,0.045851017035401,458.51017035401,6.12798247324769,0.06
2017,"Missouri",82794,6111382,0.0135475085668021,135.475085668021,4.90878775380496,0.48
2020,"New Mexico",103453,2118606,0.0488306933898988,488.306933898988,6.19094417104664,0.16
2018,"Nebraska",39654,1925512,0.0205940030495785,205.940030495785,5.32758501230952,0.64
2018,"Arkansas",40840,3012161,0.0135583722118439,135.583722118439,4.90958932492617,0.06
2019,"Vermont",6835,624046,0.0109527182291049,109.527182291049,4.69617275855098,0.72
2019,"Indiana",66232,6731010,0.00983983087233565,98.3983087233565,4.58902361613973,0.4
2019,"Idaho",15220,1789060,0.00850726079617229,85.0726079617229,4.44350510317385,0.12
2018,"Idaho",29278,1752074,0.0167104814066073,167.104814066073,5.11862124467812,0.18
2017,"Washington",105112,7427951,0.0141508741778184,141.508741778184,4.95236149452615,0.54
2019,"Maryland",76320,6054954,0.0126045548818373,126.045548818373,4.83664334018513,0.86
2018,"Nevada",53273,3030725,0.0175776423133079,175.776423133079,5.16921286438628,0.3
2019,"New Jersey",92344,8891258,0.0103859318895032,103.859318895032,4.64303728048047,0.58
2017,"South Carolina",60321,5027102,0.0119991597544669,119.991597544669,4.78742171986941,0.24
2017,"Indiana",89528,6662068,0.013438469856507,134.38469856507,4.90070657164538,0.44
2020,"District of Columbia",123708,670917,0.184386444224845,1843.86444224845,7.51961888853388,1
2020,"Nevada",144492,3116967,0.0463566024279372,463.566024279372,6.13894882206595,0.12
2019,"Minnesota",74554,5640053,0.0132186701082419,132.186701082419,4.88421532540139,0.9
2019,"Alabama",36112,4907965,0.0073578356813873,73.578356813873,4.29835091746033,0.08
2018,"Rhode Island",21273,1059338,0.0200814093329985,200.814093329985,5.30237957126096,0.54
2019,"Rhode Island",10787,1058158,0.0101941297991415,101.941297991415,4.6243971377268,0.5
2017,"Nebraska",28712,1916998,0.0149775847444807,149.775847444807,5.00913982607321,0.62
2019,"New Hampshire",19864,1360783,0.0145974780696114,145.974780696114,4.98343387182981,0.96
2019,"Kansas",30401,2912635,0.0104376277837765,104.376277837765,4.64800242585311,0.6
2018,"South Dakota",15406,879386,0.0175190416950008,175.190416950008,5.16587347923239,0.28
2017,"Montana",17460,1053862,0.0165676340925093,165.676340925093,5.11003613164966,0.78
2019,"Oregon",43171,4216116,0.0102395190265163,102.395190265163,4.62883974143552,0.52
2017,"West Virginia",20998,1818683,0.0115457174229924,115.457174229924,4.74889967531566,0.18
2018,"Wyoming",10900,579054,0.0188238057245093,188.238057245093,5.23770742373842,0.4
2018,"Mississippi",33730,2982879,0.0113078673321982,113.078673321982,4.72808380054912,0
2017,"Oklahoma",40055,3933602,0.0101827790406859,101.827790406859,4.62328305710556,0.1
2019,"Nebraska",20648,1932571,0.0106842128956711,106.842128956711,4.67135231463169,0.66
2019,"Utah",34660,3203383,0.0108198114306032,108.198114306032,4.68396393840499,0.7
2019,"Michigan",89597,9984795,0.00897334396950563,89.7334396950563,4.49684349441071,0.26
2019,"Maine",13635,1345770,0.0101317461378988,101.317461378988,4.61825876934176,0.48
2017,"North Dakota",15665,756755,0.0207002266255261,207.002266255261,5.33272974129849,0.96
2019,"South Dakota",9280,887127,0.0104607344833378,104.607344833378,4.65021376745796,0.62
2018,"West Virginia",24618,1805953,0.0136315839891736,136.315839891736,4.91497454538923,0.08
2020,"Hawaii",49539,1451252,0.0341353534741037,341.353534741037,5.83291869899168,0
2017,"New Mexico",32808,2092844,0.0156762759192754,156.762759192754,5.05473357455924,0.7
2019,"Wyoming",5994,580116,0.0103324162753656,103.324162753656,4.63787125732752,0.56
2019,"Delaware",11807,976668,0.0120890619944546,120.890619944546,4.79488616937137,0.84
2019,"District of Columbia",26816,708253,0.0378621763691788,378.621763691788,5.93653772178175,1
2017,"Vermont",12379,625132,0.0198022177716066,198.022177716066,5.28837903308903,0.92
2017,"Maine",22642,1335743,0.0169508655482379,169.508655482379,5.13290399030954,0.8
2018,"Vermont",13604,624802,0.0217732977807369,217.732977807369,5.38326943957645,0.76
2017,"South Dakota",13098,873732,0.0149908667646372,149.908667646372,5.01002622629459,0.64
2019,"Connecticut",40772,3566022,0.011433468441866,114.33468441866,4.73912997550084,0.82
2017,"Rhode Island",17306,1056554,0.0163796644563364,163.796644563364,5.098625686248,0.76
2018,"North Dakota",17660,760062,0.0232349466227755,232.349466227755,5.44824255825163,0.88
2019,"Alaska",6335,733603,0.0086354608691622,86.354608691622,4.45846217539336,0.16
2017,"Wyoming",10132,579994,0.0174691462325472,174.691462325472,5.16302134545624,0.84
